question;answer
Η πιο απλή μορφή αναζήτησης στοιχείου σε πίνακα είναι η σειριακή μέθοδος;true
Μεταξύ των υποπρογραμμάτων δεν πρέπει να υπάρχει ανεξαρτησία;false
Μετά από την εκτέλεση της εντολής Σ <- Σ+Α, η τιμή της μεταβλητής Σ είναι πάντοτε μεγαλύτερη από την τιμή που είχε πριν από την εκτέλεση της εντολής;false
Οι πίνακες περιορίζουν τις δυνατότητες του προγράμματος;true
Κάθε μεταβλητή παίρνει τιμή μόνο με εντολή εκχώρησης;false
Τα λογικά λάθη εμφανίζονται στο στάδιο της μεταγλώττισης;false
Η τελική τιμή μιας έκφρασης εξαρτάται, μεταξύ άλλων, από την ιεραρχία των πράξεων και τη χρήση των παρενθέσεων;true
Η δυαδική αναζήτηση δεν μπορεί να λειτουργήσει σε μη ταξινομημένο πίνακα;΄true
Αν τα δεδομένα που εισάγονται σε ένα πρόγραμμα πρέπει να διατηρούνται στη μνήμη μέχρι το τέλος της εκτέλεσης, τότε η χρήση πινάκων βοηθάει ή συχνά είναι απαραίτητη για την επίλυση του προβλήματος;true
Η λειτουργία των διαδικασιών είναι πιο περιορισμένη από τη λειτουργία των συναρτήσεων;false
Ο δείκτης σε έναν πίνακα έχει υποχρεωτικά ακέραια τιμή;true
Η έκφραση Χ ΚΑΙ (ΟΧΙ Χ) είναι πάντα Αληθής για κάθε τιμή της λογικής μεταβλητής Χ;false
Η έκφραση "ΚΑΛΗΜΕΡΑ" > "ΚΑΛΗΣΠΕΡΑ" έχει την τιμή Αληθής;false
Σκοπός της ιεραρχικής σχεδίασης είναι η διάσπαση του προβλήματος σε μια σειρά από απλούστερα υποπροβλήματα;true
Στη ΓΛΩΣΣΑ έχουμε απεριόριστη εμβέλεια μεταβλητών;false
Ένας τρόπος αναπαράστασης του αλγορίθμου είναι με φυσική γλώσσα κατά βήματα;true
Η εντολή Αρχή_επανάληψης ... Μέχρις_ότου μπορεί να μην εκτελεστεί καμία φορά;false
Ο αριθμός που προκύπτει από την ολίσθηση ενός θετικού αριθμού προς τα δεξιά είναι πάντα μεγαλύτερος από τον αρχικό;false
Η μεταβλητή Χ είναι πραγματικού τύπου στην εντολή εκχώρησης: Χ <- α/2;true
Η σύνθετη συνθήκη Χ<= -5 ΚΑΙ Χ>5, δεν αληθεύει για καμία τιμή του Χ;true
Η εντολή ΓΙΑ i ΑΠΟ -1 ΜΕΧΡΙ 4 εκτελείται 5 φορές;false
Η δημιουργία του εκτελέσιμου προγράμματος γίνεται μόνο στην περίπτωση που το αρχικό πρόγραμμα δεν περιέχει λογικά λάθη;false
Η σύνθετη συνθήκη Χ <= -5 ΚΑΙ Χ>5, δεν αληθεύει για καμία τιμή του Χ;true
Ο βρόχος ΓΙΑ i AΠΟ 0 ΜΕΧΡΙ 0 δεν εκτελείται καμία φορά;false
Σε μια δομή επανάληψης μπορεί να εμφανιστούν λογικά λάθη που σχετίζονται με τη συνθήκη επανάληψης ή τερματισμού;true
Υπερχείλιση έχουμε όταν ωθήσουμε ένα στοιχείο σε μια ήδη γεμάτη στοίβα;true
Σε πίνακες που είναι ταξινομημένοι χρησιμοποιείται υποχρεωτικά η σειριακή μέθοδος αναζήτησης;false
Γενικά, σε περιπτώσεις που η επανάληψη θα συμβεί τουλάχιστον μία φορά, είναι προτιμότερη η χρήση της ΜΕΧΡΙΣ_ΟΤΟΥ;true
Τα αρχεία είναι δομές δεδομένων δευτερεύουσας μνήμης;true
Η ΓΛΩΣΣΑ επιτρέπει την αντιστοίχιση σταθερών τιμών με ονόματα;true
Τα στοιχεία ενός πίνακα δεν αποθηκεύονται σε συνεχόμενες θέσεις μνήμης;false
Με την εντολή ΟΣΟ μπορούν να εκφραστούν όλες οι επαναλήψεις;true
Η σύγκριση λογικών δεδομένων έχει έννοια μόνο στην περίπτωση του ίσου (=) και του διάφορου (<>);true
Όλοι οι αλγόριθμοι αναζήτησης ακολουθούν τη μέθοδο «Διαίρει και Βασίλευε»;false
Η λειτουργία της εξαγωγής μπορεί να εκτελεστεί σε μια γεμάτη ουρά;true
Η τυπική παράμετρος και η αντίστοιχή της πραγματική μπορεί να είναι διαφορετικού τύπου;false
Η ΓΛΩΣΣΑ υποστηρίζει τύπο δεδομένων που δέχεται μόνο δύο τιμές;true
Οι πίνακες έχουν σταθερό μέγεθος και μεταβαλλόμενο περιεχόμενο;true
Η ίδια μεταβλητή πρέπει να χρησιμοποιηθεί ως μετρητής δύο βρόχων που ο ένας βρίσκεται στο εσωτερικό του άλλου;false
Η τυπική παράμετρος και η αντίστοιχή της πραγματική μπορεί να είναι διαφορετικού τύπου;false
Ο μεταγλωττιστής εντοπίζει τα λογικά λάθη;false
Η μέθοδος επεξεργασίας ‘Τελευταίο Μέσα, Πρώτο Έξω’ (LIFO) εφαρμόζεται στη στοίβα;true
Η «Δυαδική αναζήτηση» ακολουθεί τη φιλοσοφία «Διαίρει και Βασίλευε»;true
Οι εντολές που βρίσκονται στον βρόχο μιας εντολής ΓΙΑ εκτελούνται τουλάχιστον μία φορά;false
Σε αλγόριθμο μόνο με δομή ακολουθίας κάθε εντολή εκτελείται ακριβώς μία φορά;true
Η σύγκριση ‘ΠΕΝΤΕ’<‘ΕΠΤΑ’ δίνει την τιμή ΑΛΗΘΗΣ;false
Η δομή πολλαπλής επιλογής ΑΝ...ΤΟΤΕ...ΑΛΛΙΩΣ_ΑΝ ελέγχει υποχρεωτικά όλες τις συνθήκες;false
Σε πρόγραμμα ΓΛΩΣΣΑ η δήλωση των σταθερών προηγείται των μεταβλητών;true
Τα λογικά λάθη δεν προκαλούν διακοπή της εκτέλεσης του προγράμματος;true
Η λίστα των τυπικών παραμέτρων καθορίζει τις παραμέτρους στη δήλωση του υποπρογράμματος;true
Η τεχνική ελέγχου μαύρου κουτιού βασίζεται στην αναζήτηση λαθών με εξέταση του κώδικα;false
Ένα από τα πλεονεκτήματα του τμηματικού προγραμματισμού είναι ότι απαιτεί λιγότερο χρόνο και προσπάθεια στη συγγραφή του προγράμματος;true
Η σειριακή αναζήτηση ακολουθεί την τεχνική «διαίρει και βασίλευε»;false
Μια απλά συνδεδεμένη λίστα μπορούμε να την διατρέξουμε και προς τις δύο κατευθύνσεις;false
Η χρήση του διερμηνευτή καθιστά την εκτέλεση του προγράμματος πιο αργή;true
Η συνδεδεμένη λίστα αποτελείται από κόμβους που βρίσκονται υποχρεωτικά σε συνεχόμενες θέσεις μνήμης;false
Η ώθηση ενός στοιχείου σε γεμάτη στοίβα είναι συντακτικό λάθος;false
Τα ονόματα των μεταβλητών είναι χρήσιμο να παραπέμπουν στο περιεχόμενό τους, ώστε να διευκολύνεται η εκσφαλμάτωση;true
Η δυαδική αναζήτηση σε ταξινομημένο πίνακα εκτελεί λιγότερες επαναλήψεις από τη σειριακή αναζήτηση σε όποια θέση και αν βρίσκεται η αναζητούμενη τιμή;false
Η μέθοδος «διαίρει και βασίλευε» ακολουθεί την προσέγγιση «από πάνω προς τα κάτω»;true
Η εντολή ΟΣΟ…ΕΠΑΝΑΛΑΒΕ μπορεί να μετατραπεί σε ΓΙΑ…ΑΠΟ…ΜΕΧΡΙ…ΜΕ_ΒΗΜΑ;false
Η μέθοδος επεξεργασίας FIFO εφαρμόζεται στη δομή ουρά;true
Κάθε συνάρτηση επιστρέφει μόνο μια τιμή;true
Η έκφραση A MOD 5 είναι συντακτικά σωστή όταν το A είναι πραγματική μεταβλητή;false
Σε μια λίστα τα στοιχεία μπορούν να προστεθούν μόνο στη μέση;false
Ο έλεγχος μαύρο κουτί μπορεί να εφαρμοστεί και σε υποπρογράμματα;true
Ο δομημένος προγραμματισμός στηρίζεται σε δύο μόνο δομές;false
Ο βρόχος ΓΙΑ κ ΑΠΟ 5 ΜΕΧΡΙ 1 δεν εκτελείται καμία φορά;true
Το αντικείμενο πρόγραμμα είναι σε γλώσσα μηχανής;true
Το αντικείμενο πρόγραμμα παράγεται από τον μεταγλωττιστή;true
Σε ένα δυαδικό δένδρο κάθε κόμβος έχει 0, 1 ή 2 υποδένδρα;true
Η ενθυλάκωση σημαίνει ότι οι εσωτερικές λειτουργίες ενός αντικειμένου είναι ορατές στον έξω κόσμο;false
Η ώθηση ενός στοιχείου γίνεται στην κορυφή της στοίβας;true
Το όχημα είναι υποκλάση του αυτοκινήτου;false
Στην πολλαπλή επιλογή ΑΝ...ΤΟΤΕ...ΑΛΛΙΩΣ_ΑΝ θα ελεγχθούν υποχρεωτικά όλες οι συνθήκες;false
Οι δυναμικές δομές αποθηκεύονται σε συνεχόμενες θέσεις μνήμης;false
Η απώθηση είναι μια από τις λειτουργίες της ουράς;false
Το στάδιο κατανόησης ενός προβλήματος προηγείται από το στάδιο ανάλυσής του;true
Κάθε δένδρο είναι γράφος;true
Η δυαδική αναζήτηση στοιχείου σε ταξινομημένο πίνακα ακολουθεί τη μέθοδο «Διαίρει και Βασίλευε»;true
Στην περίπτωση που κατά την ανάγνωση ακεραίου εισαχθεί γράμμα, προκύπτει λάθος με αντικανονικό τερματισμό;true
Ο διερμηνευτής παράγει το αντικείμενο πρόγραμμα;false
Η εντολή X ← 'α' < 'β' είναι έγκυρη εντολή της ΓΛΩΣΣΑΣ;true
Σε λογική έκφραση οι λογικές πράξεις εκτελούνται πριν τις αριθμητικές;false
Ο μεταγλωττιστής εντοπίζει τα λογικά λάθη;false
Η παράλειψη δήλωσης μιας μεταβλητής αποτελεί συντακτικό λάθος;true
Με τον όρο δομή ενός προβλήματος εννοούμε τον επακριβή προσδιορισμό δεδομένων και ζητουμένων;true
Ένα πλεονέκτημα του δομημένου προγραμματισμού είναι η ευκολότερη διόρθωση και συντήρηση;true
Δεν είναι δυνατή η τυχαία προσπέλαση σε μια απλά συνδεδεμένη λίστα;true
